MINE_ID,CONTROLLER_ID,CONTROLLER_NAME,OPERATOR_ID,OPERATOR_NAME,CONTRACTOR_ID,DOCUMENT_NO,SUBUNIT_CD,SUBUNIT,ACCIDENT_DT,CAL_YR,CAL_QTR,FISCAL_YR,FISCAL_QTR,ACCIDENT_TIME,DEGREE_INJURY_CD,DEGREE_INJURY,FIPS_STATE_CD,UG_LOCATION_CD,UG_LOCATION,UG_MINING_METHOD_CD,UG_MINING_METHOD,MINING_EQUIP_CD,MINING_EQUIP,EQUIP_MFR_CD,EQUIP_MFR_NAME,EQUIP_MODEL_NO,SHIFT_BEGIN_TIME,CLASSIFICATION_CD,CLASSIFICATION,ACCIDENT_TYPE_CD,ACCIDENT_TYPE,NO_INJURIES,TOT_EXPER,MINE_EXPER,JOB_EXPER,OCCUPATION_CD,OCCUPATION,ACTIVITY_CD,ACTIVITY,INJURY_SOURCE_CD,INJURY_SOURCE,NATURE_INJURY_CD,NATURE_INJURY,INJ_BODY_PART_CD,INJ_BODY_PART,SCHEDULE_CHARGE,DAYS_RESTRICT,DAYS_LOST,TRANS_TERM,RETURN_TO_WORK_DT,IMMED_NOTIFY_CD,IMMED_NOTIFY,INVEST_BEGIN_DT,NARRATIVE,CLOSED_DOC_NO,COAL_METAL_IND
1517720,C00692,CONSOL Energy Inc,P22657,Consol Of Kentucky Inc,,2.20063E+11,1,UNDERGROUND,3/11/2006,2006,4,2007,1,815,3,DAYS AWAY FROM WORK ONLY,21,3,FACE,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,7,FALL OF ROOF OR BACK,4,STRUCK BY FALLING OBJECT,1,7,3,3,46,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",28,HANDLING SUPPLIES/MATERIALS,90,"CAVING ROCK,COAL,ORE,WSTE",220,"FRACTURE,CHIP",520,ANKLE,0,0,40,N,12/26/2006,? ,NO VALUE FOUND,,"Employee was in a kneeling position organizing roof bolting supplies on the Fletcher roof bolter when a rock fell from between bolts striking him on the ankle of his right foot. Rock measured 36"" long x 26"" wide x 2"" thick.",3.20064E+11,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20003E+11,1,UNDERGROUND,23/10/2000,2000,4,2001,1,1930,0,ACCIDENT ONLY,21,4,INTERSECTION,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,1430,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,,,,,8,ROOF FALL,10/23/2000,A ROOF BOLT IN THE WAST PARALLEL ENTRY BETWEEN #7 AND #9 X CUT IN #8 ENTRY MEASURING 80'X20'X7'. THE AREA HAD BEEN SUPPORTED WITH 6' TENSION REBAR ROOF BOLTS AND TIMBER.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20012E+11,1,UNDERGROUND,14/06/2001,2001,2,2001,3,2400,0,ACCIDENT ONLY,21,4,INTERSECTION,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,2330,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,,,,,8,ROOF FALL,,A ROOF FALL 40'X 20'X 9' IN THE 1 MAIN NORTH ENTRY AT #3 X-UNIT #5 ENTRY THE AREA WAS MINED IN MAY 2000 AND SUPPORTED WITH 9' DOUBLE LOCK BOLTS AND ? BOLTS.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20022E+11,1,UNDERGROUND,12/07/2002,2002,3,2002,4,445,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,98,OTHER,5,Continuous Mining,28,Hand tools (not powered),0,Not Reported,?,2300,10,HANDTOOLS (NONPOWERED),8,"STRUCK BY, NEC",1,5,1,3,1,"Beltman, Conveyor man,  Conveyor belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider",30,HAND TOOLS (NOT POWERED),49,KNIFE,180,"CUT,LACER,PUNCT-OPN WOUND",510,"LEG, NEC",,,,N,07/13/2002,13,NOT MARKED,,EE WAS TRAMMING A BELT SPLICE WHEN HIS KNIFE SLIPPED CUTTING HIS RIGHT LEG.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20041E+11,1,UNDERGROUND,22/03/2004,2004,1,2004,2,31,0,ACCIDENT ONLY,21,6,LAST OPEN CROSSCUT,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,,2300,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0,0,0,,,8,ROOF FALL,03/22/2004,A roof fall in the 13 west panel #68 x-cut between #5 & #6 entry measuring 30'x 20'x 6'. The fall caused by a hidden slip.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20042E+11,1,UNDERGROUND,5/08/2004,2004,3,2004,4,9998,0,ACCIDENT ONLY,21,4,INTERSECTION,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0,0,0,,,? ,NO VALUE FOUND,,A ROOF FALL IN THE 1 SOUTH IN #1 ENTRY IN THE INTERSECTION OF CROSSCUT #33 MEASURING 19FT X 19FT X 6FT-9FT. THIS AREA WAS MINED IN APRIL OF 2004 AND SUPPORTED WITH 6FT TENSION REBAR BOLTS AND 9FT MEGA BOLTS. THIS FALL WAS CAUSED BY A HIDDEN SLIP IN THE MINE ROOF.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20043E+11,1,UNDERGROUND,7/10/2004,2004,4,2005,1,9998,0,ACCIDENT ONLY,21,4,INTERSECTION,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0,0,0,,,8,ROOF FALL,,A ROOF FALL OCCURRED IN THE 6 NORTH PANEL IN THE #1 ENTRY STARTING AT THE PILLAR LINE OF CROSSCUT #58 AND PROCEEDING THROUGH THE INTERSECTION OF CROSSCUT #60. THE FALL MEASURED APPROXIMATELY 110' X 19' X 5'. THE AREA WAS SUPPORTED WITH 5' FULLY GROUTED REBAR BOLTS. THE FALL WAS CAUSED BY AN UNDETECTED SLIP.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20053E+11,1,UNDERGROUND,30/08/2005,2005,3,2005,4,845,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,6,LAST OPEN CROSSCUT,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,9,HANDLING OF MATERIALS,21,"CGHT I, U, B, MVNG & STTN OBJS",1,32,4.42,4.42,53,"Utility man, Errand boy, Service truck operator",28,HANDLING SUPPLIES/MATERIALS,35,BELT CONVEYORS,220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0,0,0,N,08/31/2005,? ,NO VALUE FOUND,,"Employee was reclaiming belt channels and caught his thumb, on his left hand, between a belt channel and a supply trailer causing a fracture to the tip of the thumb and requiring several sutures.",,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20092E+11,1,UNDERGROUND,9/07/2009,2009,3,2009,4,1520,3,DAYS AWAY FROM WORK ONLY,21,2,SLOPE/INCLINED SHAFT,5,Continuous Mining,37,"Mancar, Mantrip, Personnel carrier, Porta bus, Jeep, Jitney, ATV",119,Not on this list,PC14/8,1500,12,POWERED HAULAGE,2,STRUCK AGAINST MOVING OBJECT,8,1.62,1.5,0.5,46,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",62,OPERATE MANTRIP,108,"MINE JEEP,KERSEY,JITNEY",160,"CONTUSN,BRUISE,INTAC SKIN",460,"TRUNK, MULTIPLE PARTS",0,0,12,N,07/28/2009,? ,NO VALUE FOUND,,"After zoning in at the top of #9 slope, we started down the slope and approximately 1/4 way down it felt like the brakes went out on the 8 man mantrip.  We made the first turn to the right on the bottom and was not able to make the left turn and we ran into the coal rib.  Other Employee was the operator of the 8 man mantrip.",3.20092E+11,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20092E+11,1,UNDERGROUND,20/08/2009,2009,3,2009,4,1200,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,2,SLOPE/INCLINED SHAFT,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,,700,9,HANDLING OF MATERIALS,21,"CGHT I, U, B, MVNG & STTN OBJS",1,1.46,1.46,1.46,46,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",28,HANDLING SUPPLIES/MATERIALS,84,STEEL RAIL (ALL KINDS),180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0,0,0,N,08/21/2009,? ,NO VALUE FOUND,,"The employee was on the rock slopes, at the #3 entry, setting steel.  He unhooked a chain from around an I-beam and the I-beam flipped over.  His right index finger was caught between the I-beam and the chain.  The employee received 9 sutures on his right index finger.",,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20131E+11,1,UNDERGROUND,1/04/2013,2013,2,2013,3,400,0,ACCIDENT ONLY,21,6,LAST OPEN CROSSCUT,5,Continuous Mining,13,"Conveyor, Belt feeder, Stage loader, Hopper shaker, Belt structure",121,Not Reported,"54"" Rigid-RR000470",2400,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0,0,0,,,8,ROOF FALL,4/01/2013,It was determined that the roof had deteriorated which caused the roof to fall to the mine floor. The fall was 70' long starting in the intersection of cross cut #20 along the 1st Southwest mains in the #5 entry going toward #4 entry. The fall was 18' wide and 15' plus in height.,,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.20061E+11,2,SURFACE AT UNDERGROUND,9/03/2006,2006,1,2006,2,1540,3,DAYS AWAY FROM WORK ONLY,21,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,18,SLIP OR FALL OF PERSON,17,FALL TO WLKWAY OR WRKNG SURFC,1,33,5,2,54,Discontinued 1/31/2014.  Several other codes cover Scoop Car Operator,92,WALKING/RUNNING,119,"STREET,ROAD",160,"CONTUSN,BRUISE,INTAC SKIN",512,KNEE/PATELLA,0,0,118,N,08/14/2006,? ,NO VALUE FOUND,,While walking across the parking lot the employee stepped on something and twisted his ankle causing him to fall and hit his right knee on the asphalt. Did not become a lost time until 3/17/06.,3.20062E+11,C
1517741,C13408,Robert E  Murray,P22938,KenAmerican Resources Inc,,2.2014E+11,30,MILL OPERATION/PREPARATION PLANT,6/02/2014,2014,1,2014,2,2025,3,DAYS AWAY FROM WORK ONLY,21,?,NO VALUE FOUND,?,NO VALUE FOUND,8,"Bulldozer, Dozer, Crawler tractor, Push cat",18,Caterpillar,14Y2203,1500,9,HANDLING OF MATERIALS,4,STRUCK BY FALLING OBJECT,1,37,5,4,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",39,MACHINE MAINTENANCE/REPAIR,88,"METAL,NEC(PIPE,WIRE,NAIL)",220,"FRACTURE,CHIP",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0,0,241,Y,2/07/2015,? ,NO VALUE FOUND,,"While removing transmission from D9L fastened transmission to the boom of the mechanic truck. After attempting to loosen the transmission with the boom, employee stepped forward to see why transmission would not come loose. The transmission ""popped off"" striking the employee in the chest and knocking him against the side of the mechanic truck, resulting in six fractured ribs.",3.2015E+11,C
1517746,C06656,Horizon Natural Resources Incorporated,P23905,Leslie Resources Inc,,2.20012E+11,3,"STRIP, QUARY, OPEN PIT",6/06/2001,2001,2,2001,3,1030,3,DAYS AWAY FROM WORK ONLY,21,?,NO VALUE FOUND,?,NO VALUE FOUND,44,Ore haulage trucks - off highway trucks,310,Caterpillar,789,600,18,SLIP OR FALL OF PERSON,16,"FALL TO LOWER LEVEL, NEC",1,20,1,8,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",39,MACHINE MAINTENANCE/REPAIR,98,"PUMPS,FANS,COMP,ENG,NEC",330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,,,12,N,06/25/2001,13,NOT MARKED,,EE WAS IN THE PROCESS OF WORKING ON THE STEERING OF A ROCK TRUCK. THIS INVOLVED EE CLIMBING DOWN IN THE TOP OF THE ENGINE. EE LOST HIS FOOTING AND FELL DOWN BETWEEN THE ENGINE AND FRAME OF THE TRUCK. PRELIMINARY DIAGNOSIS - TWISTED LEFT KNEE WITH SUSPECTED LIGAMENT DAMAGE.,3.20012E+11,C
1517786,C00329,American Electric Power Company Inc,50002,"AEP Kentucky Coal, L. L. C.",,2.20031E+11,1,UNDERGROUND,5/05/2003,2003,2,2003,3,115,0,ACCIDENT ONLY,21,98,OTHER,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,2300,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,,,,,8,ROOF FALL,5/05/2003,"A ROOF FALL OCCURRED 1ST BREAK IN BY FAN ENTRY PORTAL AT SPAD #27. IT WAS 20 FT WIDE, 20 FT LONGAND 10 FT THICK.",,C
1517811,C00015,Benjamin R.  Bennett,P14483,Manalapan Mining Company Inc,,2.20003E+11,1,UNDERGROUND,19/09/2000,2000,3,2000,4,1300,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,4,INTERSECTION,5,Continuous Mining,48,"Pump, Slurry pump, Sump pump",0,Not Reported,?,700,11,NONPOWERED HAULAGE,4,STRUCK BY FALLING OBJECT,1,30,1,1,449,"Mine manager, Mine foreman, Mine owner",41,MOVING EQUIPMENT (FANS/PUMPS/ETC),98,"PUMPS,FANS,COMP,ENG,NEC",180,"CUT,LACER,PUNCT-OPN WOUND",330,HAND (NOT WRIST OR FINGERS),,,,N,09/20/2000,13,NOT MARKED,09/19/2000,THE INJURED WAS DRAGGING A PUMP ON A HAND WHEEL CART WHEN PUMP ROLLED OFF THE CART AND ON TO THE INJURED'S HAND CAUSING A LACERATION.,3.20003E+11,C
1517813,C16099,Bill C  Smith,P24726,Lewis Coal Sales LLC,SEU,2.2003E+11,1,UNDERGROUND,22/11/2002,2002,4,2003,1,2130,3,DAYS AWAY FROM WORK ONLY,21,98,OTHER,5,Continuous Mining,28,Hand tools (not powered),0,Not Reported,?,1400,9,HANDLING OF MATERIALS,30,"OVER-EXERTION, NEC",1,3.5,0.01,3.5,16,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler",25,HAND LOAD; HAND SHOVELING/MUCKING,89,"BROKEN ROCK,COAL,ORE,WSTE",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),,,68,N,,13,NOT MARKED,,RIB ROLL.,3.20026E+11,C
1517834,C00329,American Electric Power Company Inc,50002,"AEP Kentucky Coal, L. L. C.",,2.2004E+11,3,"STRIP, QUARY, OPEN PIT",27/11/2003,2003,4,2004,1,1000,3,DAYS AWAY FROM WORK ONLY,21,?,NO VALUE FOUND,?,NO VALUE FOUND,24,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",0,Not Reported,?,600,12,POWERED HAULAGE,2,STRUCK AGAINST MOVING OBJECT,1,6,6,6,382,"Front-end loader, Scraper-loader operator, Pan operator, Payloader, Scraper rig operator",53,OPERATE FRONT-END LOADER,76,SURFACE MINING MACHINES,330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),,,12,N,2/02/2004,13,NOT MARKED,,"LOADER WENT INTO SHOT TO GET A BUCKET OF ROCK TO LOAD ROCK TRUCK, LOADER HAD STOPPED SUDDENLY. TAKEN OFF WORK JANUARY 14, 2004.",3.2004E+11,C
1517855,C13562,James River Coal Company,P19841,Bell County Coal Corp,,2.20002E+11,2,SURFACE AT UNDERGROUND,11/06/2000,2000,2,2000,3,2300,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,?,NO VALUE FOUND,?,NO VALUE FOUND,23,"Forklift, Plant cat, Telehandler, Hyster, Lift truck, Skid steer ",514,Emaco,?,2200,9,HANDLING OF MATERIALS,21,"CGHT I, U, B, MVNG & STTN OBJS",1,20,3,20,302,"Electrician, Lineman",40,MOVE/REEL POWER CABLE,88,"METAL,NEC(PIPE,WIRE,NAIL)",370,MULTIPLE INJURIES,340,FINGER(S)/THUMB,,,,N,6/12/2000,13,NOT MARKED,,"UNROLLING MINER CABLE OFF SPOOL ONTO FLATCAR WHEN HIS THUMB GOT CAUGHT BETWEEN SPOOL & FORK- LIFT FORK, MASHING THUMB.",,C
1517894,C00692,CONSOL Energy Inc,P22657,Consol Of Kentucky Inc,A416,2.20023E+11,1,UNDERGROUND,14/10/2002,2002,4,2003,1,1300,3,DAYS AWAY FROM WORK ONLY,21,98,OTHER,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,600,6,FALL OF FACE/RIB/PILLAR/SIDE/HIGHWALL,4,STRUCK BY FALLING OBJECT,1,2,1.23,1.23,16,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler",42,OBSERVE OPERATIONS,90,"CAVING ROCK,COAL,ORE,WSTE",220,"FRACTURE,CHIP",513,LOWER LEG/TIBIA/FIBULA,,,53,Y,1/01/2003,13,NOT MARKED,,EMPLOYEE WAS STANDING BESIDE SCOOP WHEN A RIB ROLL FELL CATCHING HIS RIGHT LEG BETWEEN SCOOP AND RIB ROLL. EMPLOYEE SUSTAINED A FRACTURE TO HIS LOWER RIGHT LEG.,,C
1517894,C00692,CONSOL Energy Inc,P22657,Consol Of Kentucky Inc,,2.20022E+11,1,UNDERGROUND,22/07/2002,2002,3,2002,4,500,0,ACCIDENT ONLY,21,4,INTERSECTION,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,100,7,FALL OF ROOF OR BACK,44,"ACC TYPE, WITHOUT INJURIES",0,,,,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,,,,,8,ROOF FALL,,"AN UNINTENTIONAL ROOF FALL OCCURRED IN THE #4 ENTRY AT BREAK #245 2 BREAKS INBY SPAD #1366. SIZE OF FALL WAS APPROX (60'L X 18' W X 6-8' H) AREA HAD BEEN SUPPORTED WITH 4' FULLY GROUTED R ESIN BOLTS. NO INJURIES, VENTILATION WAS NOT INTERRUPTED, BELT AND TRACKWAY WAS BLOCKED.",,C
1517894,C07890,Gary  Adams,P10335,Apollo Coal Company,,2.20043E+11,1,UNDERGROUND,16/09/2004,2004,3,2004,4,1100,3,DAYS AWAY FROM WORK ONLY,21,7,INBY PERMANENT SUPPORT,3,Conventional Stoping,54,"Rock or roof bolting machine, Pinning machine, Truss bolter",39,Fletcher,RRII,600,17,MACHINERY,4,STRUCK BY FALLING OBJECT,1,4,0.12,3,46,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",80,"ROOF BOLTER, NEC",90,"CAVING ROCK,COAL,ORE,WSTE",160,"CONTUSN,BRUISE,INTAC SKIN",310,"ARM,NEC",0,0,1,N,09/20/2004,8,ROOF FALL,09/16/2004,"PIECE OF DRAW ROCK FELL ON BACK OF RIGHT ARM. (SENT TO HOSPITAL TO X-RAY 9/16/04 BUT DID NOT GET DONE UNTIL 9/17/04. PER EMPLOYEE - NO BREAKS, JUST SPRAINED PER X-RAY.)",,C
1517896,C04802,Michael K  Cook; Randy A  Cook,P24465,Cook & Sons Mining Inc,,2.20013E+11,1,UNDERGROUND,11/10/2001,2001,4,2002,1,30,3,DAYS AWAY FROM WORK ONLY,21,98,OTHER,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,1500,18,SLIP OR FALL OF PERSON,12,"FALL FRM MACH, VEHICLE, EQUIP",1,0.4,0.25,0.4,28,"Scoop car/Scooptram operator, Load/Haul/Dump (LHD) operator, Teletram operator",23,GET ON/OFF EQUIPMENT/MACHINES,123,"MINE FLOOR,BOTTOM,FOOTWAL",310,"SCRATCH,ABRASION,SUPERFCL",510,"LEG, NEC",,,20,N,11/12/2001,13,NOT MARKED,10/12/2001,GETTING OUT OF MANTRIP SLIPPED AND FELL AND SCRATCHED LEFT LEG.,3.20013E+11,C
1517954,C11194,James H  Booth,P18949,Beech Fork Processing Inc,,2.20141E+11,30,MILL OPERATION/PREPARATION PLANT,6/03/2014,2014,1,2014,2,1625,3,DAYS AWAY FROM WORK ONLY,21,?,NO VALUE FOUND,?,NO VALUE FOUND,8,"Bulldozer, Dozer, Crawler tractor, Push cat",18,Caterpillar,,1500,18,SLIP OR FALL OF PERSON,12,"FALL FRM MACH, VEHICLE, EQUIP",1,20,1,15,368,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",23,GET ON/OFF EQUIPMENT/MACHINES,117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",320,WRIST,0,0,65,Y,6/05/2014,? ,NO VALUE FOUND,3/06/2014,Employee was climbing off of a dozer when he had a dizzy spell and fell off dozer tracks. Striking his left wrist against the dozer arm. Spraining his wrist.,3.20142E+11,C
1517960,45307,International Coal Group Inc (ICG),55056,ICG East Kentucky LLC,,2.20061E+11,3,"STRIP, QUARY, OPEN PIT",19/04/2006,2006,2,2006,3,1700,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,600,10,HANDTOOLS (NONPOWERED),24,"CGHT IN, UNDER, OR BTWEEN, NEC",1,33,2.69,40,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",30,HAND TOOLS (NOT POWERED),48,"CROWBAR,PRY BAR",220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0,0,0,N,04/20/2006,? ,NO VALUE FOUND,,"Employee was installing a fan pump on a D11R dozer. While using a bar to slide new pump into position the bar slipped and the two outside fingers on right hand were caught between the pump and the bar. Employee finished the job, went home and then went to an emergency room. Both fingers were fractured. They were taped together and wrapped with a bandage.",,C
1517961,C13562,James River Coal Company,P23317,Bledsoe Coal Corp,7GP,2.20012E+11,1,UNDERGROUND,24/07/2001,2001,3,2001,4,1700,6,"NO DYS AWY FRM WRK,NO RSTR ACT",21,3,FACE,5,Continuous Mining,29,Hand tools (powered),0,Not Reported,?,1500,17,MACHINERY,7,STRUCK BY POWERED MOVING OBJ,1,14.23,0.23,14,16,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler",31,HAND TOOLS (POWERED),53,POWER SAW,180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,,,,N,07/25/2001,13,NOT MARKED,07/24/2001,EMPLOYEE WAS CUTTING TIMBERS WITH A CROSSCUT SAW. HE CUT HIS THUMB.,,C
1517961,C13562,James River Coal Company,P23317,Bledsoe Coal Corp,,2.20002E+11,1,UNDERGROUND,6/08/2000,2000,3,2000,4,300,3,DAYS AWAY FROM WORK ONLY,21,3,FACE,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,2300,9,HANDLING OF MATERIALS,27,OVER-EXERTION IN LIFTING OBJS,1,18,0.69,7,4,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",40,MOVE/REEL POWER CABLE,42,"CONDCTR,ELCT,CBL,TROL POL",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),,,5,N,08/28/2000,13,NOT MARKED,,EMPLOYEE ALLEGES HE STRAINED HIS BACK WHILE LIFTING CABLES AND OTHER HEAVY OBJECTS. (NOTE: EMPLOYEE WORKED UNTIL HE STARTED MISSING WORK ON 8/21/00.),,C
1517993,C13591,Henry  Chaney Jr,P10978,Cheyenne Elkhorn Coal Co Inc,,2.20011E+11,1,UNDERGROUND,15/05/2001,2001,2,2001,3,1730,3,DAYS AWAY FROM WORK ONLY,21,3,FACE,5,Continuous Mining,28,Hand tools (not powered),0,Not Reported,?,1600,9,HANDLING OF MATERIALS,30,"OVER-EXERTION, NEC",1,10,1,1,1,"Beltman, Conveyor man,  Conveyor belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider",25,HAND LOAD; HAND SHOVELING/MUCKING,89,"BROKEN ROCK,COAL,ORE,WSTE",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),,,1,N,05/17/2001,13,NOT MARKED,,WHILE SHOVELING BELT HE FELT PAIN IN LOWER BACK.,,C
1518001,98813,Patrick S  Detherage,116665,Somer Grace Coal Company LLC,,2.20112E+11,2,SURFACE AT UNDERGROUND,8/07/2011,2011,3,2011,4,715,3,DAYS AWAY FROM WORK ONLY,21,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,500,9,HANDLING OF MATERIALS,27,OVER-EXERTION IN LIFTING OBJS,1,11,0.21,11,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",41,MOVING EQUIPMENT (FANS/PUMPS/ETC),108,"MINE JEEP,KERSEY,JITNEY",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0,0,155,Y,03/23/2012,? ,NO VALUE FOUND,,Lifting scoop extension & strained back.  Continued to work until 08/03/2011 when lost time began.,3.20121E+11,C
1518022,C13562,James River Coal Company,P24585,Blue Diamond Coal Company,,2.20002E+11,1,UNDERGROUND,27/07/2000,2000,3,2000,4,2010,3,DAYS AWAY FROM WORK ONLY,21,3,FACE,5,Continuous Mining,?,NO VALUE FOUND,?,NO VALUE FOUND,?,1430,9,HANDLING OF MATERIALS,21,"CGHT I, U, B, MVNG & STTN OBJS",1,2,1,1,16,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler",26,HANDLING COAL/ROCK WASTE/ORE,89,"BROKEN ROCK,COAL,ORE,WSTE",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,,,10,N,8/10/2000,13,NOT MARKED,,EMPLOYEE PINCHED HIS RIGHT INDEX FINGER REMOVINGA ROCK FROM A CONVEYOR.,,C
